Datetime,Open,High,Low,Close,Adj Close,Volume,Price_Variation,Anomaly
2024-01-01 00:00:00+00:00,0.1434448212385177,0.1443318426609039,0.1267917901277542,0.1271248012781143,0.1271248012781143,0,,0
2024-01-01 01:00:00+00:00,0.1271248012781143,0.1279754191637039,0.1270242929458618,0.1276492029428482,0.1276492029428482,29,0.4125093289913284,0
2024-01-01 02:00:00+00:00,0.1276492029428482,0.1276492029428482,0.1272300332784652,0.1274178326129913,0.1274178326129913,0,-0.18125481751772865,0
2024-01-01 03:00:00+00:00,0.1274178326129913,0.1274593621492386,0.1265710741281509,0.1267725676298141,0.1267725676298141,1,-0.5064165430729739,0
2024-01-01 04:00:00+00:00,0.1267725676298141,0.1268856972455978,0.1264524459838867,0.1268856972455978,0.1268856972455978,0,0.08923824601712038,0
2024-01-01 05:00:00+00:00,0.1268856972455978,0.1269820630550384,0.1264469176530838,0.1264469176530838,0.1264469176530838,0,-0.3458069759152749,0
2024-01-01 06:00:00+00:00,0.1264469176530838,0.1270640939474105,0.1264469176530838,0.1270225644111633,0.1270225644111633,14,0.4552477583192882,0
2024-01-01 07:00:00+00:00,0.1270225644111633,0.1272886991500854,0.1270154267549514,0.1272172033786773,0.1272172033786773,6,0.1532318044563885,0
2024-01-01 08:00:00+00:00,0.1272172033786773,0.1274126321077346,0.1272172033786773,0.1274126321077346,0.1274126321077346,6,0.15361816159058517,0
2024-01-01 09:00:00+00:00,0.1274126321077346,0.1278075575828552,0.1274119913578033,0.1276627331972122,0.1276627331972122,7,0.19629222420123327,2
2024-01-01 10:00:00+00:00,0.1276627331972122,0.1279196739196777,0.1276627331972122,0.1278448551893234,0.1278448551893234,0,0.14265869729568337,2
2024-01-01 11:00:00+00:00,0.1278448551893234,0.1279831677675247,0.1275873631238937,0.1278054416179657,0.1278054416179657,0,-0.0308292197596316,2
2024-01-01 12:00:00+00:00,0.1278054416179657,0.1280110627412796,0.1276327222585678,0.1277744472026825,0.1277744472026825,0,-0.024251248531226288,2
