Datetime,Open,High,Low,Close,Adj Close,Volume,Price_Variation,Anomaly
2024-01-01 00:00:00+00:00,31.678102493286133,31.966028213500977,31.678102493286133,31.929574966430664,31.929574966430664,0,,2
2024-01-01 01:00:00+00:00,31.929574966430664,32.051063537597656,31.901573181152344,32.01074981689453,32.01074981689453,0,0.2542309145962873,2
2024-01-01 02:00:00+00:00,32.01448440551758,32.03243637084961,31.861669540405277,31.881200790405277,31.881200790405277,0,-0.4047047545911675,2
2024-01-01 03:00:00+00:00,31.881200790405277,31.881200790405277,31.50091361999512,31.518199920654297,31.518199920654297,2907600,-1.138604760019657,0
2024-01-01 04:00:00+00:00,31.51908302307129,31.562889099121094,31.343217849731445,31.400089263916016,31.400089263916016,2882944,-0.37473795151886646,0
2024-01-01 05:00:00+00:00,31.4025936126709,31.41534996032715,31.20335578918457,31.20335578918457,31.20335578918457,1987624,-0.6265379473220922,0
2024-01-01 06:00:00+00:00,31.190824508666992,31.33919715881348,31.173051834106445,31.309165954589844,31.309165954589844,2602040,0.3390986729765455,0
2024-01-01 07:00:00+00:00,31.30963134765625,31.454391479492188,31.30963134765625,31.422801971435547,31.422801971435547,0,0.3629480804775209,0
2024-01-01 08:00:00+00:00,31.421741485595703,31.607830047607425,31.41999053955078,31.59484100341797,31.59484100341797,0,0.5474974260373466,0
2024-01-01 09:00:00+00:00,31.5966854095459,31.785459518432617,31.57327079772949,31.763959884643555,31.763959884643555,0,0.5352737214512127,0
2024-01-01 10:00:00+00:00,31.763084411621094,31.799898147583008,31.583274841308597,31.685836791992188,31.685836791992188,1137480,-0.24594884559445696,0
2024-01-01 11:00:00+00:00,31.686691284179688,31.848188400268555,31.686691284179688,31.848188400268555,31.848188400268555,462192,0.5123791091337093,0
2024-01-01 12:00:00+00:00,31.859697341918945,32.01631164550781,31.859697341918945,31.97833633422852,31.97833633422852,396592,0.40865097984306153,0
2024-01-01 13:00:00+00:00,31.97686004638672,32.01213455200195,31.91592025756836,31.96881103515625,31.96881103515625,0,-0.0297867249024919,1
2024-01-01 14:00:00+00:00,31.97097969055176,32.00029373168945,31.86713218688965,31.945417404174805,31.945417404174805,0,-0.0731764185903594,1
2024-01-01 15:00:00+00:00,31.945436477661133,32.232330322265625,31.945436477661133,32.232330322265625,32.232330322265625,658312,0.8981348230977515,1
2024-01-01 16:00:00+00:00,32.23248291015625,32.400543212890625,32.18206024169922,32.400543212890625,32.400543212890625,199584,0.5218762929740883,1
2024-01-01 17:00:00+00:00,32.39967727661133,32.524112701416016,32.38168716430664,32.47979736328125,32.47979736328125,264568,0.24460747423238338,1
2024-01-01 18:00:00+00:00,32.48124313354492,33.39065170288086,32.48124313354492,33.152618408203125,33.152618408203125,7839992,2.0715062886522473,0
2024-01-01 19:00:00+00:00,33.21047592163086,33.45136260986328,33.101802825927734,33.384742736816406,33.384742736816406,837152,0.700168915031596,0
2024-01-01 20:00:00+00:00,33.38475799560547,33.472103118896484,33.157379150390625,33.21516036987305,33.21516036987305,0,-0.5079636775404794,0
2024-01-01 21:00:00+00:00,33.239654541015625,33.24112701416016,33.08698272705078,33.142086029052734,33.142086029052734,1022992,-0.22000297456516993,0
2024-01-01 22:00:00+00:00,33.15504837036133,33.16398620605469,33.08766555786133,33.133296966552734,33.133296966552734,0,-0.026519340068986708,0
2024-01-01 23:00:00+00:00,33.13265609741211,33.39543914794922,33.13265609741211,33.33633804321289,33.33633804321289,0,0.6128007027647264,0
2024-01-02 00:00:00+00:00,33.3397216796875,33.57740020751953,33.24024200439453,33.57740020751953,33.57740020751953,1393312,0.7231213098276124,0
2024-01-02 01:00:00+00:00,33.58053970336914,33.82455825805664,33.58053970336914,33.75246810913086,33.75246810913086,1871720,0.5213861124725216,0
2024-01-02 02:00:00+00:00,33.75441360473633,33.89901351928711,33.75441360473633,33.854366302490234,33.854366302490234,607920,0.3018984953334636,0
2024-01-02 03:00:00+00:00,33.85722351074219,33.85722351074219,33.67430114746094,33.7083854675293,33.7083854675293,0,-0.4312023851121394,0
2024-01-02 04:00:00+00:00,33.709190368652344,33.855308532714844,33.62712860107422,33.853057861328125,33.853057861328125,0,0.42918814352050916,0
2024-01-02 05:00:00+00:00,33.85932540893555,33.879390716552734,33.608150482177734,33.63066101074219,33.63066101074219,0,-0.6569475983438156,0
2024-01-02 06:00:00+00:00,33.631324768066406,33.844093322753906,33.577030181884766,33.740142822265625,33.740142822265625,0,0.3255416582161885,0
2024-01-02 07:00:00+00:00,33.73408508300781,33.76723861694336,33.500545501708984,33.59311294555664,33.59311294555664,342880,-0.43577135249101007,0
2024-01-02 08:00:00+00:00,33.58938217163086,33.79996871948242,33.527889251708984,33.79715347290039,33.79715347290039,0,0.6073879716786967,0
2024-01-02 09:00:00+00:00,33.786258697509766,33.786258697509766,33.65883255004883,33.66852951049805,33.66852951049805,0,-0.38057631837390415,2
2024-01-02 10:00:00+00:00,33.67052459716797,33.67204666137695,33.4912223815918,33.563846588134766,33.563846588134766,0,-0.3109221694123643,2
2024-01-02 11:00:00+00:00,33.56467056274414,33.63032531738281,33.39238357543945,33.496925354003906,33.496925354003906,1534328,-0.19938487668608174,2
2024-01-02 12:00:00+00:00,33.49375534057617,33.57068634033203,33.29141616821289,33.29141616821289,33.29141616821289,467840,-0.6135165649358676,2
2024-01-02 13:00:00+00:00,33.287776947021484,33.536678314208984,33.274662017822266,33.4204216003418,33.4204216003418,1873192,0.38750358794312767,2
2024-01-02 14:00:00+00:00,33.421104431152344,33.491886138916016,32.81559371948242,32.82307434082031,32.82307434082031,1132688,-1.7873720046529096,0
2024-01-02 15:00:00+00:00,32.82515335083008,32.951026916503906,32.72577667236328,32.82038116455078,32.82038116455078,1621320,-0.008205131065930349,0
2024-01-02 16:00:00+00:00,32.826263427734375,32.898658752441406,32.62422561645508,32.898658752441406,32.898658752441406,497472,0.238502982333344,0
2024-01-02 17:00:00+00:00,32.899932861328125,33.027034759521484,32.77858352661133,32.82830047607422,32.82830047607422,98688,-0.2138636620314105,0
2024-01-02 18:00:00+00:00,32.82919692993164,32.9007453918457,32.75508117675781,32.81462478637695,32.81462478637695,0,-0.041658232375541004,0
