Datetime,Open,High,Low,Close,Adj Close,Volume,Price_Variation,Anomaly
2024-01-01 00:00:00+00:00,0.6149861812591553,0.6174779534339905,0.6149861812591553,0.6161684989929199,0.6161684989929199,0,,0
2024-01-01 01:00:00+00:00,0.616167426109314,0.6188368201255798,0.6158202290534973,0.618817150592804,0.618817150592804,19452736,0.4298583267747569,0
2024-01-01 02:00:00+00:00,0.6188104748725891,0.6188104748725891,0.616120457649231,0.6161370277404785,0.6161370277404785,0,-0.4331041648987899,0
2024-01-01 03:00:00+00:00,0.6161203384399414,0.6161527633666992,0.6129770278930664,0.6135287284851074,0.6135287284851074,7601536,-0.42333103480833856,0
2024-01-01 04:00:00+00:00,0.613487720489502,0.6139253377914429,0.6112112402915955,0.6119143962860107,0.6119143962860107,20043392,-0.2631225114890223,0
2024-01-01 05:00:00+00:00,0.6119558215141296,0.6128039956092834,0.6101630926132202,0.6101630926132202,0.6101630926132202,10032256,-0.2862007632799646,0
2024-01-01 06:00:00+00:00,0.6101405620574951,0.6131511330604553,0.6096360683441162,0.61306232213974,0.61306232213974,9491968,0.4751564887516935,0
2024-01-01 07:00:00+00:00,0.6131044626235962,0.6153506636619568,0.6131044626235962,0.6153295040130615,0.6153295040130615,0,0.3698126261304946,0
2024-01-01 08:00:00+00:00,0.6153300404548645,0.6163859367370605,0.6149909496307373,0.6162946820259094,0.6162946820259094,371520,0.15685547443331505,0
2024-01-01 09:00:00+00:00,0.6162964701652527,0.6176091432571411,0.616154134273529,0.6175541877746582,0.6175541877746582,0,0.2043674536681861,0
2024-01-01 10:00:00+00:00,0.6175791025161743,0.6188603043556213,0.6175791025161743,0.6187504529953003,0.6187504529953003,0,0.19371016249647433,0
2024-01-01 11:00:00+00:00,0.6187760829925537,0.6199776530265808,0.618324875831604,0.6199776530265808,0.6199776530265808,86592,0.19833521338687987,0
2024-01-01 12:00:00+00:00,0.619996190071106,0.6213854551315308,0.619816780090332,0.620589017868042,0.620589017868042,0,0.09861078677217971,0
