Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-01 00:00:00+00:00,2281.796630859375,2295.949951171875,2281.796630859375,2295.486328125,2295.486328125,0
2024-01-01 01:00:00+00:00,2295.244873046875,2305.13232421875,2293.775146484375,2303.16552734375,2303.16552734375,30413824
2024-01-01 02:00:00+00:00,2302.814453125,2302.814453125,2292.12353515625,2293.860595703125,2293.860595703125,0
2024-01-01 03:00:00+00:00,2293.439697265625,2293.799072265625,2272.32470703125,2273.409423828125,2273.409423828125,45711360
2024-01-01 04:00:00+00:00,2273.672119140625,2278.694091796875,2267.01806640625,2278.694091796875,2278.694091796875,89123840
2024-01-01 05:00:00+00:00,2278.798828125,2282.408447265625,2274.074951171875,2274.898681640625,2274.898681640625,12864000
2024-01-01 06:00:00+00:00,2275.417236328125,2283.265625,2274.4150390625,2282.49462890625,2282.49462890625,33823232
2024-01-01 07:00:00+00:00,2282.4375,2287.607177734375,2282.4375,2284.2470703125,2284.2470703125,0
2024-01-01 08:00:00+00:00,2284.491943359375,2286.995849609375,2280.91162109375,2285.917236328125,2285.917236328125,0
2024-01-01 09:00:00+00:00,2286.553955078125,2299.58740234375,2286.553955078125,2298.75732421875,2298.75732421875,0
2024-01-01 10:00:00+00:00,2299.831787109375,2302.79833984375,2299.013427734375,2301.189697265625,2301.189697265625,0
2024-01-01 11:00:00+00:00,2302.207275390625,2305.056884765625,2299.68310546875,2304.3388671875,2304.3388671875,0
2024-01-01 12:00:00+00:00,2304.215576171875,2306.6923828125,2300.408203125,2300.4384765625,2300.4384765625,0
2024-01-01 13:00:00+00:00,2300.476806640625,2307.654296875,2299.0166015625,2305.826904296875,2305.826904296875,0
2024-01-01 14:00:00+00:00,2305.679931640625,2305.679931640625,2296.636962890625,2301.045654296875,2301.045654296875,28822016
2024-01-01 15:00:00+00:00,2301.60205078125,2317.313232421875,2300.545166015625,2314.70947265625,2314.70947265625,41641984
2024-01-01 16:00:00+00:00,2315.025390625,2318.377685546875,2308.648681640625,2310.371826171875,2310.371826171875,99728896
2024-01-01 17:00:00+00:00,2309.858154296875,2316.96728515625,2309.46630859375,2313.389404296875,2313.389404296875,0
2024-01-01 18:00:00+00:00,2313.885498046875,2331.4814453125,2313.885498046875,2328.5419921875,2328.5419921875,165837312
2024-01-01 19:00:00+00:00,2329.66552734375,2341.0185546875,2323.6171875,2337.874267578125,2337.874267578125,105029632
2024-01-01 20:00:00+00:00,2338.2451171875,2348.6015625,2336.850830078125,2340.734130859375,2340.734130859375,127140864
2024-01-01 21:00:00+00:00,2341.769287109375,2345.509033203125,2333.754150390625,2337.253662109375,2337.253662109375,57434624
2024-01-01 22:00:00+00:00,2338.639404296875,2338.639404296875,2325.806884765625,2335.427734375,2335.427734375,0
2024-01-01 23:00:00+00:00,2334.767578125,2351.240478515625,2334.767578125,2350.616455078125,2350.616455078125,56451072
2024-01-02 00:00:00+00:00,2352.593505859375,2388.587890625,2348.892333984375,2388.587890625,2388.587890625,662809600
2024-01-02 01:00:00+00:00,2390.191650390625,2398.017333984375,2372.990478515625,2377.96630859375,2377.96630859375,551549952
