Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-01 00:00:00+00:00,0.009471421130001545,0.009603803977370262,0.009471421130001545,0.009600778110325336,0.009600778110325336,0
2024-01-01 01:00:00+00:00,0.009600778110325336,0.009640316478908062,0.009582262486219406,0.009633617475628853,0.009633617475628853,289487
2024-01-01 02:00:00+00:00,0.009633426554501057,0.009651950560510159,0.00962469819933176,0.009640544652938843,0.009640544652938843,0
2024-01-01 03:00:00+00:00,0.009640544652938843,0.00965187419205904,0.009546858258545399,0.009546858258545399,0.009546858258545399,108728
2024-01-01 04:00:00+00:00,0.009546862915158272,0.009570552967488766,0.00948442704975605,0.009486177936196327,0.009486177936196327,59323
2024-01-01 05:00:00+00:00,0.009486481547355652,0.009500271640717983,0.009405991993844509,0.00940649677067995,0.00940649677067995,102405
2024-01-01 06:00:00+00:00,0.009407436475157738,0.009430378675460815,0.009401969611644745,0.009413463994860649,0.009413463994860649,40371
2024-01-01 07:00:00+00:00,0.009413547813892365,0.009444741532206535,0.009401986375451088,0.009444741532206535,0.009444741532206535,0
2024-01-01 08:00:00+00:00,0.00944468006491661,0.009474614635109901,0.0094363484531641,0.009470563381910324,0.009470563381910324,0
2024-01-01 09:00:00+00:00,0.009471463039517403,0.00948901567608118,0.009456081315875053,0.009478718042373657,0.009478718042373657,3081
2024-01-01 10:00:00+00:00,0.009479003958404064,0.009531181305646896,0.009478146210312843,0.009480164386332035,0.009480164386332035,0
2024-01-01 11:00:00+00:00,0.009480136446654797,0.009491070173680782,0.009465946815907955,0.009478879161179066,0.009478879161179066,7679
2024-01-01 12:00:00+00:00,0.009476500563323498,0.009500503540039062,0.00947458017617464,0.00949679221957922,0.00949679221957922,50364
2024-01-01 13:00:00+00:00,0.009498120285570621,0.00958116352558136,0.009472918696701527,0.00958116352558136,0.00958116352558136,55066
2024-01-01 14:00:00+00:00,0.00958127249032259,0.009583819657564163,0.009543752297759056,0.009561318904161453,0.009561318904161453,89915
2024-01-01 15:00:00+00:00,0.009561441838741302,0.00961323082447052,0.009561441838741302,0.00961323082447052,0.00961323082447052,34222
2024-01-01 16:00:00+00:00,0.009605500847101212,0.009630776010453701,0.00957801565527916,0.009596242569386959,0.009596242569386959,51895
2024-01-01 17:00:00+00:00,0.009596027433872223,0.009667924605309963,0.009593755006790161,0.009657768532633781,0.009657768532633781,63457
2024-01-01 18:00:00+00:00,0.009658175520598888,0.009785301052033901,0.009658175520598888,0.009748353622853756,0.009748353622853756,120316
2024-01-01 19:00:00+00:00,0.009751399978995323,0.009849808178842068,0.009740093722939491,0.00982763059437275,0.00982763059437275,116578
2024-01-01 20:00:00+00:00,0.009824446402490139,0.009863859973847866,0.009816912934184074,0.00983702577650547,0.00983702577650547,0
